SMILES,Solvent,SMILES_Solvent,canonical_smiles_solvent,value,Temperature_K,MaxAbsEStateIndex.1,MinAbsEStateIndex.1,MinEStateIndex.1,qed.1,SPS.1,MolWt.1,MaxPartialCharge.1,MinPartialCharge.1,MinAbsPartialCharge.1,FpDensityMorgan1.1,FpDensityMorgan2.1,BCUT2D_MWHI.1,BCUT2D_MWLOW.1,BCUT2D_MRHI.1,BCUT2D_MRLOW.1,AvgIpc.1,BalabanJ.1,BertzCT.1,Chi3n.1,HallKierAlpha.1,PEOE_VSA1.1,PEOE_VSA10.1,PEOE_VSA12.1,PEOE_VSA13.1,PEOE_VSA14.1,PEOE_VSA2.1,PEOE_VSA5.1,PEOE_VSA6.1,PEOE_VSA7.1,PEOE_VSA8.1,PEOE_VSA9.1,SMR_VSA1.1,SMR_VSA10.1,SMR_VSA5.1,SMR_VSA6.1,SMR_VSA7.1,SlogP_VSA12.1,SlogP_VSA2.1,SlogP_VSA3.1,SlogP_VSA7.1,EState_VSA1.1,EState_VSA10.1,EState_VSA2.1,EState_VSA3.1,EState_VSA4.1,EState_VSA5.1,EState_VSA6.1,EState_VSA7.1,EState_VSA8.1,EState_VSA9.1,VSA_EState1.1,VSA_EState3.1,VSA_EState4.1,VSA_EState5.1,VSA_EState7.1,VSA_EState8.1,VSA_EState9.1,FractionCSP3.1,NHOHCount.1,NOCount.1,NumAliphaticCarbocycles.1,NumAliphaticHeterocycles.1,NumAliphaticRings.1,NumAtomStereoCenters.1,NumHAcceptors.1,NumHeteroatoms.1,NumRotatableBonds.1,RingCount.1,MolLogP.1,fr_Al_COO.1,fr_NH0.1,fr_NH2.1,fr_Ndealkylation2.1,fr_aryl_methyl.1,fr_lactone.1,fr_methoxy.1,fr_unbrch_alkane.1,MACCS_28.1,MACCS_51.1,MACCS_54.1,MACCS_57.1,MACCS_66.1,MACCS_72.1,MACCS_74.1,MACCS_82.1,MACCS_83.1,MACCS_86.1,MACCS_90.1,MACCS_91.1,MACCS_92.1,MACCS_93.1,MACCS_98.1,MACCS_104.1,MACCS_106.1,MACCS_108.1,MACCS_109.1,MACCS_112.1,MACCS_114.1,MACCS_115.1,MACCS_116.1,MACCS_118.1,MACCS_126.1,MACCS_127.1,MACCS_128.1,MACCS_129.1,MACCS_132.1,MACCS_138.1,MACCS_141.1,MACCS_146.1,MACCS_148.1,MACCS_149.1,MACCS_155.1,MACCS_157.1,MACCS_159.1,MACCS_160.1,MACCS_163.1,MACCS_164.1
O=[N+]([O-])c1cccc2ccccc12,toluene,Cc1ccccc1,Cc1ccccc1,0.832066022,298.15,2.083333333,1.321759259,1.321759259,0.45880628,8.714285714,92.141,-0.039774526,-0.062249086,0.039774526,1,1.571428571,13.78210528,10.24462622,5.111827209,1.475756642,1.685616163,3.02146531,129.9656602,0.940455735,-0.78,0,0,0,0,0,0,0,35.89528683,6.9237372,0,0,0,0,6.9237372,0,35.89528683,0,0,0,0,0,0,0,0,0,5.563451492,0,18.19910121,19.05647134,0,0,0,1.321759259,0,0,2.083333333,0,0.142857143,0,0,0,0,0,0,0,0,0,1,1.99502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
c1ccc2cc3ccccc3cc2c1,isobutanol,CC(C)CO,CC(C)CO,-2.295709756,298.15,8.143518519,0.305555556,0.305555556,0.483480244,9.6,74.123,0.045348804,-0.396109844,0.045348804,1.6,1.8,16.25082235,10.24864869,4.318960272,0.247962689,1.378783493,2.539538861,17.60964047,0.365148372,-0.04,5.106527395,0,0,0,0,0,0,13.8474744,5.917906046,6.606881965,0,5.106527395,0,13.8474744,6.606881965,0,0,11.71340936,0,0,0,0,0,12.52478801,0,0,0,13.8474744,0,5.106527395,0,8.143518519,0,0.439814815,0,4.25,0,1,1,1,0,0,0,0,1,1,1,0,0.6347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,"1,4-dioxane",C1COCCO1,C1COCCO1,-2.986821297,298.15,4.944444444,0.777777778,0.777777778,0.41574925,24,88.106,0.070114395,-0.376667636,0.070114395,0.666666667,1,16.56430083,10.63857183,4.365979954,-0.033358206,1.719973094,2,21.01955001,0.744016936,-0.08,9.473725908,0,0,0,0,0,0,0,0,0,26.42752786,9.473725908,0,0,26.42752786,0,0,26.42752786,9.473725908,0,0,0,0,0,26.42752786,0,0,0,0,9.473725908,9.888888889,0,0,0,0,3.111111111,0,1,0,2,0,1,1,0,2,2,0,1,0.0332,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1
CC1(C)CC(NCCCCCCNC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,methyl acetate,COC(C)=O,COC(C)=O,-0.528145611,298.15,9.590277778,0.24537037,-0.24537037,0.382966591,6.8,74.079,0.301847167,-0.469198107,0.301847167,1.8,2,16.52202262,10.83375031,5.650646147,-0.137450045,1.378783493,2.847378923,40.15772188,0.287457479,-0.53,4.736862954,0,0,0,5.969305288,4.794537184,0,0,0,6.9237372,7.109797541,9.531400138,5.969305288,6.9237372,7.109797541,0,0,13.07910283,9.531400138,0,0,4.794537184,5.969305288,0,0,14.03353474,0,0,4.736862954,0,4.111111111,0,0,-0.24537037,0,1.361111111,1.349537037,0.666666667,0,2,0,0,0,0,2,2,0,0,0.1793,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,THF,C1CCOC1,C1CCOC1,-2.78471007,298.15,4.944444444,1,1,0.410937601,24,72.107,0.04663817,-0.381449382,0.04663817,1,1.6,16.47808085,10.39358405,4.431751901,0.197833493,1.76049503,2.083333333,15.21928095,0.827350269,-0.04,4.736862954,0,0,0,0,0,0,0,12.84164325,13.21376393,0,4.736862954,0,12.84164325,13.21376393,0,0,13.21376393,4.736862954,0,0,0,0,0,13.21376393,12.84164325,0,0,0,4.736862954,4.944444444,0,0,0,2.555555556,2,0,1,0,1,0,1,1,0,1,1,0,1,0.7968,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1
O=C(Nc1c(F)c(F)c(F)c(F)c1F)C(=O)Nc1c(F)c(F)c(F)c(F)c1F,2-butanone,CCC(C)=O,CCC(C)=O,-1.044418745,298.15,9.8125,0.25462963,0.25462963,0.451050805,7.6,72.107,0.129065033,-0.300042385,0.129065033,1.8,2,16.13711378,10.36069991,5.744224711,-0.116198589,1.378783493,2.847378923,38.91260938,0.497890958,-0.33,4.794537184,5.783244946,0,0,0,0,0,6.9237372,6.9237372,6.420821623,0,4.794537184,5.783244946,20.26829602,0,0,0,5.783244946,4.794537184,0,0,4.794537184,5.783244946,6.420821623,0,0,6.9237372,6.9237372,0,0,0,0,0,0.25462963,0.666666667,3.43287037,0,0.75,0,1,0,0,0,0,1,1,1,0,0.9854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
c1ccc2cc3ccccc3cc2c1,n-pentanol,CCCCCO,CCCCCO,-1.995503872,298.15,8.197361111,0.355,0.355,0.513281356,9,88.15,0.043052233,-0.396376571,0.043052233,1.333333333,2,16.24992099,10.26337425,4.304159999,0.283807323,1.614330835,2.339092315,15.90013453,0.761667274,-0.04,5.106527395,0,0,0,0,0,0,19.76538045,6.420821623,6.606881965,0,5.106527395,0,26.18620207,6.606881965,0,0,11.71340936,0,0,0,0,0,6.606881965,12.84164325,6.420821623,0,0,6.9237372,5.106527395,0,8.197361111,0,0,3.326944444,2.475694444,0,1,1,1,0,0,0,0,1,1,3,0,1.1689,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1
c1ccc2cc3ccccc3cc2c1,sec-butanol,CCC(C)O,CCC(C)O,-2.198290466,298.15,8.361111111,0.115740741,-0.115740741,0.486927429,15,74.123,0.050903904,-0.393430087,0.050903904,1.8,2,16.26458483,10.32638817,4.338386967,0.190544205,1.378783493,2.539538861,17.60964047,0.590822476,-0.04,5.106527395,0,0,0,0,0,0,6.9237372,13.34455882,0,6.103966388,5.106527395,0,26.37226241,0,0,0,11.21049378,0,0,0,0,6.103966388,0,6.420821623,0,6.9237372,6.9237372,0,5.106527395,0,8.361111111,0,0,0.74537037,3.726851852,0,1,1,1,0,0,0,1,1,1,1,0,0.7772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1
c1cc2ccc3cccc4ccc(c1)c2c34,n-hexane,CCCCCC,CCCCCC,-1.183139742,298.15,2.231805556,1.355,1.355,0.462954281,9,86.178,-0.053578702,-0.065382385,0.053578702,0.833333333,1.166666667,13.81562221,10.2098642,4.307622205,0.701864202,1.614330835,2.339092315,12,0.957106781,0,0,0,0,0,0,0,0,39.53076089,0,0,0,0,0,39.53076089,0,0,0,0,0,0,0,0,0,0,0,25.68328649,0,0,13.8474744,0,0,0,0,0,5.536388889,4.463611111,0,1,0,0,0,0,0,0,0,0,3,0,2.5866,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
O=[N+]([O-])c1cccc2ccccc12,ethylene glycol,OCCO,OCCO,-1.080032457,298.15,7.625,0.125,-0.125,0.407527891,7.5,62.068,0.06622664,-0.393990542,0.06622664,1,1.25,16.30425825,10.81832367,4.062481069,0.185938562,1.370950594,1.974744871,6,0.1,-0.08,10.21305479,0,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,13.21376393,0,0,23.42681872,0,0,0,0,13.21376393,0,0,0,0,0,0,10.21305479,0,15.25,0,0,0,-0.25,0,1,2,2,0,0,0,0,2,2,1,0,-1.029,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1
CC(=O)c1cnccn1,NMP,CN1CCCC1=O,CN1CCCC1=O,0.14972182,298.15,10.5,0.291666667,0.291666667,0.425686211,21.28571429,99.133,0.221873564,-0.345748915,0.221873564,1.714285714,2.428571429,16.15310778,10.38011002,5.771081934,-0.126031391,1.905399931,2.478438739,90.080944,1.309920344,-0.53,4.899909731,0,5.907179729,0,0,4.794537184,0,0,6.420821623,20.01325001,0,4.794537184,5.907179729,12.84164325,13.59242839,0,0,24.39951785,4.794537184,0,0,4.794537184,0,5.907179729,19.38639965,0,4.899909731,7.047671983,0,0,0,0,0,0.291666667,1.811342593,0.957175926,1.842592593,0.8,0,2,0,1,1,0,1,2,0,1,0.2386,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1
c1cc2ccc3cccc4ccc(c1)c2c34,cyclohexane,C1CCCCC1,C1CCCCC1,-0.990728923,298.15,1.5,1.5,1.5,0.422316187,24,84.162,-0.053305973,-0.053305973,0.053305973,0.333333333,0.5,14.014,10.012,4.506,0.504,1.719973094,2,15.509775,1.5,0,0,0,0,0,0,0,0,38.52492974,0,0,0,0,0,38.52492974,0,0,0,0,0,0,0,0,0,0,0,38.52492974,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,1,0,0,0,0,1,2.3406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,DMSO,CS(C)=O,CS(C)=O,0.686541048,298.15,9.555555556,0.611111111,-0.611111111,0.398185077,8.75,78.136,0.014804214,-0.260157963,0.014804214,1.5,1.5,32.19696041,11.91219609,7.829987043,0.690011823,0.811278124,2.803039488,29.01955001,0,0.15,0,0,0,0,0,4.208898492,0,0,0,23.31110741,0,4.208898492,10.79956904,0,12.51153837,0,0,16.72043686,10.79956904,0,10.79956904,4.208898492,0,0,0,0,12.51153837,0,0,0,9.555555556,0,0,0,3.277777778,0,-0.611111111,1,0,1,0,0,0,0,1,2,0,0,-0.0053,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
CCCCCCCCCCCCCCCCCC(=O)OCCO,n-butyl acetate,CCCCOC(C)=O,CCCCOC(C)=O,-1.143726274,298.15,10.09634637,0.181990741,-0.181990741,0.410684113,8.75,116.16,0.302122867,-0.465877874,0.302122867,1.625,2.25,16.5314464,10.35948956,5.653159339,-0.140540593,1.664672795,2.822354554,68.92878689,0.803216163,-0.53,4.736862954,0,0,0,5.969305288,4.794537184,0,13.34455882,6.420821623,6.9237372,6.606881965,9.531400138,5.969305288,26.68911765,6.606881965,0,0,12.57618725,9.531400138,0,0,4.794537184,5.969305288,6.606881965,12.84164325,6.9237372,0,0,11.66060015,0,4.643333333,0,0,-0.181990741,2.048472222,4.06050548,0,0.833333333,0,2,0,0,0,0,2,2,3,0,1.3496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1
c1ccc2cc3ccccc3cc2c1,n-octanol,CCCCCCCCO,CCCCCCCCO,-1.864528974,298.15,8.422781951,0.3671875,0.3671875,0.54704837,10,130.231,0.043052407,-0.396376569,0.043052407,0.888888889,1.444444444,16.24992446,10.12740158,4.410191863,0.282098727,1.885234836,2.595082707,37.83229392,1.511667274,-0.04,5.106527395,0,0,0,0,0,0,39.02784531,6.420821623,6.606881965,0,5.106527395,0,45.44866694,6.606881965,0,0,11.71340936,0,0,0,0,0,6.606881965,6.420821623,32.10410811,0,0,6.9237372,5.106527395,0,8.422781951,0,0,7.495702239,2.58151581,0,1,1,1,0,0,0,0,1,1,6,0,2.3392,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1
CC1(C)COP(=O)(Oc2cc(OP3(=O)OCC(C)(C)CO3)cc(OP3(=O)OCC(C)(C)CO3)c2)OC1,chloroform,ClC(Cl)Cl,ClC(Cl)Cl,-1.15754204,298.15,4.805555556,0.75,-0.75,0.427859176,9,119.378,0.180106635,-0.087411528,0.087411528,1,1,35.58227356,11.88372644,6.625347315,1.960652685,0.811278124,2.323790008,8,0,0.87,0,0,0,0,0,0,0,34.80281967,0,0,0,0,34.80281967,4.295451512,0,0,34.80281967,4.295451512,0,0,4.295451512,0,0,0,0,0,0,0,0,34.80281967,-0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1.9864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCCCCCCCC(=O)OCCO,n-propyl acetate,CCCOC(C)=O,CCCOC(C)=O,-0.494669117,298.15,9.980416667,0.192731481,-0.192731481,0.485245074,8.285714286,102.133,0.302122697,-0.46588874,0.302122697,1.714285714,2.285714286,16.53140833,10.52893962,5.653106012,-0.140439015,1.612197223,2.821938937,59.10049401,0.50944935,-0.53,4.736862954,0,0,0,5.969305288,4.794537184,0,6.9237372,6.420821623,6.9237372,6.606881965,9.531400138,5.969305288,20.26829602,6.606881965,0,0,12.57618725,9.531400138,0,0,4.794537184,5.969305288,6.606881965,6.420821623,6.9237372,0,6.9237372,4.736862954,0,4.552083333,0,0,-0.192731481,0.902361111,3.924537037,0,0.8,0,2,0,0,0,0,2,2,2,0,0.9595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1
